Year,NOC,Gold,Silver,Bronze,Total,Rank,Athletes,GDP,Host,Past_Gold_Avg,Past_Total_Avg,Past_Gold_Sum,Past_Total_Sum,Cluster
1992,Poland,3,6,10,19,19.0,263.0,14448.0,0,4.0,24.666666666666668,12.0,74.0,4
1972,Poland,7,5,9,21,7.0,418.0,9701.0,0,5.333333333333333,20.666666666666668,16.0,62.0,4
1976,Poland,7,6,13,26,6.0,286.0,9701.0,0,6.333333333333333,20.666666666666668,19.0,62.0,4
1928,Poland,1,1,3,5,21.0,146.0,9701.0,0,0.0,2.0,0.0,2.0,4
1932,Poland,3,2,4,9,10.0,71.0,9701.0,0,0.5,3.5,1.0,7.0,4
2008,Poland,4,5,2,11,16.0,316.0,36241.0,0,5.333333333333333,13.666666666666666,16.0,41.0,4
2000,Poland,6,5,3,14,14.0,240.0,16852.0,0,4.0,17.333333333333332,12.0,52.0,4
1988,Poland,2,5,9,16,20.0,192.0,9701.0,0,5.666666666666667,26.333333333333332,17.0,79.0,4
1936,Poland,0,4,5,9,22.0,177.0,9701.0,0,1.3333333333333333,5.333333333333333,4.0,16.0,4
1968,Poland,5,2,11,18,11.0,296.0,9701.0,0,4.0,17.666666666666668,12.0,53.0,4
1948,Poland,0,0,1,1,34.0,52.0,9701.0,0,1.3333333333333333,7.666666666666667,4.0,23.0,4
1924,Poland,0,1,1,2,22.0,100.0,9701.0,0,0.0,0.0,0.0,0.0,4
1964,Poland,7,6,10,23,7.0,240.0,9701.0,0,2.0,11.333333333333334,6.0,34.0,4
2020,Poland,4,5,5,14,17.0,282.0,28351.0,0,3.0,11.0,9.0,33.0,4
2012,Poland,3,2,6,11,23.0,256.0,30619.0,0,4.333333333333333,11.666666666666666,13.0,35.0,4
1956,Poland,1,4,4,9,17.0,118.0,9701.0,0,0.3333333333333333,4.666666666666667,1.0,14.0,4
1952,Poland,1,2,1,4,20.0,248.0,9701.0,0,1.0,6.333333333333333,3.0,19.0,4
2024,Poland,1,4,5,10,42.0,312.0,30619.0,0,3.0,12.0,9.0,36.0,4
2008,Portugal,1,1,0,2,47.0,0.0,17811.0,0,0.3333333333333333,2.3333333333333335,1.0,7.0,2
2024,Portugal,1,2,1,4,50.0,0.0,17811.0,0,0.3333333333333333,2.0,1.0,6.0,2
2020,Portugal,1,1,2,4,56.0,0.0,10729.0,0,0.3333333333333333,1.3333333333333333,1.0,4.0,2
1948,Portugal,0,1,1,2,26.0,0.0,8270.117647058823,0,0.0,1.0,0.0,3.0,2
2016,Portugal,0,0,1,1,78.0,0.0,10948.0,0,0.3333333333333333,2.0,1.0,6.0,2
2000,Portugal,0,0,2,2,69.0,0.0,11550.0,0,1.0,2.0,3.0,6.0,2
1976,Portugal,0,2,0,2,30.0,0.0,10837.0,0,0.0,1.3333333333333333,0.0,4.0,2
1960,Portugal,0,1,0,1,32.0,0.0,8270.117647058823,0,0.0,1.3333333333333333,0.0,4.0,2
1952,Portugal,0,0,1,1,40.0,0.0,8270.117647058823,0,0.0,1.3333333333333333,0.0,4.0,2
2012,Portugal,0,1,0,1,70.0,0.0,13293.0,0,0.3333333333333333,2.3333333333333335,1.0,7.0,2
1924,Portugal,0,0,1,1,23.0,0.0,8270.117647058823,0,0.0,0.0,0.0,0.0,2
1936,Portugal,0,0,1,1,30.0,0.0,8270.117647058823,0,0.0,1.0,0.0,2.0,2
1984,Portugal,1,0,2,3,23.0,0.0,6229.0,0,0.0,1.3333333333333333,0.0,4.0,2
2004,Portugal,0,2,1,3,60.0,0.0,15482.0,0,0.6666666666666666,1.6666666666666667,2.0,5.0,2
1996,Portugal,1,0,1,2,47.0,0.0,15162.0,0,0.6666666666666666,2.0,2.0,6.0,2
1928,Portugal,0,0,1,1,32.0,0.0,8270.117647058823,0,0.0,1.0,0.0,1.0,2
1988,Portugal,1,0,0,1,29.0,0.0,10740.0,0,0.3333333333333333,2.0,1.0,6.0,2
2016,Puerto Rico,1,0,0,1,54.0,0.0,5526.0,0,0.0,1.3333333333333333,0.0,4.0,1
2024,Puerto Rico,0,0,2,2,80.0,0.0,6316.0,0,0.6666666666666666,1.3333333333333333,2.0,4.0,1
1976,Puerto Rico,0,0,1,1,37.0,0.0,4771.0,0,0.0,1.0,0.0,1.0,1
1992,Puerto Rico,0,0,1,1,54.0,0.0,5290.0,0,0.0,1.3333333333333333,0.0,4.0,1
2012,Puerto Rico,0,1,1,2,65.0,0.0,6219.0,0,0.0,1.3333333333333333,0.0,4.0,1
1948,Puerto Rico,0,0,1,1,34.0,0.0,4805.111111111111,0,0.0,0.0,0.0,0.0,1
2020,Puerto Rico,1,0,0,1,63.0,0.0,4806.0,0,0.3333333333333333,1.3333333333333333,1.0,4.0,1
1996,Puerto Rico,0,0,1,1,71.0,0.0,5588.0,0,0.0,1.3333333333333333,0.0,4.0,1
1984,Puerto Rico,0,1,1,2,30.0,0.0,4730.0,0,0.0,1.0,0.0,2.0,1
1992,Qatar,0,0,1,1,54.0,30.0,1152.0,0,0.0,0.0,0.0,0.0,1
2020,Qatar,2,0,1,3,41.0,17.0,6739.0,0,0.0,1.3333333333333333,0.0,4.0,1
2016,Qatar,0,1,0,1,69.0,42.0,8046.0,0,0.0,1.3333333333333333,0.0,4.0,1
2024,Qatar,0,0,1,1,84.0,13.0,7781.0,0,0.6666666666666666,2.0,2.0,6.0,1
2000,Qatar,0,0,1,1,71.0,19.0,1712.0,0,0.0,1.0,0.0,1.0,1
2012,Qatar,0,1,1,2,65.0,14.0,11465.0,0,0.0,1.0,0.0,2.0,1
2020,ROC,20,28,23,71,5.0,561.0,0.0,0,0.0,0.0,0.0,0.0,4
2024,Refugee Olympic Team,0,0,1,1,84.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1
2012,Romania,2,4,1,7,31.0,155.0,10991.0,0,7.666666666666667,18.0,23.0,54.0,4
2008,Romania,4,1,4,9,18.0,172.0,14487.0,0,7.666666666666667,21.666666666666668,23.0,65.0,4
1952,Romania,1,1,2,4,23.0,241.0,3994.6666666666665,0,0.0,1.0,0.0,2.0,4
1988,Romania,7,11,6,24,8.0,172.0,7699.0,0,10.0,35.0,30.0,105.0,4
1936,Romania,0,1,0,1,25.0,118.0,3994.6666666666665,0,0.0,1.0,0.0,1.0,4
1992,Romania,4,6,8,18,14.0,306.0,3832.0,0,11.0,34.0,33.0,102.0,4
1972,Romania,3,6,7,16,13.0,258.0,3994.6666666666665,0,3.0,12.333333333333334,9.0,37.0,4
1960,Romania,3,1,6,10,11.0,156.0,3994.6666666666665,0,2.0,6.0,6.0,18.0,4
2020,Romania,1,3,0,4,46.0,119.0,11779.0,0,2.3333333333333335,6.666666666666667,7.0,20.0,4
1968,Romania,4,6,5,15,12.0,100.0,3994.6666666666665,0,3.3333333333333335,11.666666666666666,10.0,35.0,4
1996,Romania,4,7,9,20,14.0,284.0,4547.0,0,10.333333333333334,31.666666666666668,31.0,95.0,4
1980,Romania,6,6,13,25,7.0,339.0,3994.6666666666665,0,3.6666666666666665,19.333333333333332,11.0,58.0,4
2016,Romania,1,1,2,4,47.0,121.0,9831.0,0,4.666666666666667,11.666666666666666,14.0,35.0,4
1964,Romania,2,4,6,12,14.0,232.0,3994.6666666666665,0,3.0,9.0,9.0,27.0,4
1976,Romania,4,9,14,27,9.0,255.0,3994.6666666666665,0,3.0,14.333333333333334,9.0,43.0,4
1924,Romania,0,0,1,1,23.0,45.0,3994.6666666666665,0,0.0,0.0,0.0,0.0,4
1984,Romania,20,16,17,53,2.0,193.0,3994.6666666666665,0,4.333333333333333,22.666666666666668,13.0,68.0,4
2004,Romania,8,5,6,19,14.0,193.0,6117.0,0,6.333333333333333,21.333333333333332,19.0,64.0,4
2024,Romania,3,4,2,9,23.0,144.0,10991.0,0,1.3333333333333333,5.0,4.0,15.0,4
2000,Romania,11,6,9,26,11.0,252.0,3614.0,0,5.0,20.666666666666668,15.0,62.0,4
1956,Romania,5,3,5,13,9.0,103.0,3994.6666666666665,0,0.3333333333333333,2.0,1.0,6.0,4
1968,Russia,29,32,30,91,2.0,0.0,0.0,0,36.666666666666664,99.0,110.0,297.0,0
1996,Russia,26,21,16,63,2.0,0.0,0.0,0,60.0,146.33333333333334,180.0,439.0,0
1988,Russia,55,31,46,132,1.0,0.0,0.0,0,59.666666666666664,139.66666666666666,179.0,419.0,0
1976,Russia,49,41,35,125,1.0,0.0,0.0,0,36.333333333333336,95.33333333333333,109.0,286.0,0
1952,Russia,22,30,19,71,2.0,0.0,0.0,0,0.5,4.0,1.0,8.0,0
1964,Russia,30,31,35,96,2.0,0.0,0.0,0,34.0,90.66666666666667,102.0,272.0,0
2012,Russia,18,21,26,65,4.0,0.0,0.0,0,28.0,79.66666666666667,84.0,239.0,0
2008,Russia,24,13,23,60,3.0,0.0,0.0,0,28.666666666666668,80.66666666666667,86.0,242.0,0
1956,Russia,37,29,32,98,1.0,0.0,0.0,0,7.666666666666667,26.333333333333332,23.0,79.0,0
1980,Russia,80,69,46,195,1.0,0.0,0.0,0,42.666666666666664,105.0,128.0,315.0,0
1960,Russia,43,29,31,103,1.0,0.0,0.0,0,19.666666666666668,58.0,59.0,174.0,0
1992,Russia,45,38,29,112,1.0,0.0,0.0,0,61.333333333333336,150.66666666666666,184.0,452.0,0
2004,Russia,28,26,36,90,3.0,0.0,0.0,0,34.333333333333336,88.0,103.0,264.0,0
2016,Russia,19,17,20,56,4.0,0.0,0.0,0,23.333333333333332,71.66666666666667,70.0,215.0,0
1972,Russia,50,27,22,99,1.0,0.0,0.0,0,34.0,96.66666666666667,102.0,290.0,0
1912,Russia,0,2,3,5,16.0,0.0,0.0,0,1.0,3.0,1.0,3.0,0
1908,Russia,1,2,0,3,12.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0
2000,Russia,32,28,29,89,2.0,0.0,0.0,0,42.0,102.33333333333333,126.0,307.0,0
2024,Saint Lucia,1,1,0,2,55.0,5.0,508.0,0,0.0,0.0,0.0,0.0,1
2008,Samoa,0,1,0,1,72.0,0.0,20.0,0,0.0,0.0,0.0,0.0,1
2020,San Marino,0,1,2,3,72.0,8.0,49.0,0,0.0,0.0,0.0,0.0,1
2012,Saudi Arabia,0,0,1,1,79.0,0.0,45613.0,0,0.0,2.0,0.0,2.0,1
2020,Saudi Arabia,0,1,0,1,77.0,0.0,34363.0,0,0.0,1.5,0.0,3.0,1
2000,Saudi Arabia,0,1,1,2,61.0,0.0,18467.0,0,0.0,0.0,0.0,0.0,1
1988,Senegal,0,1,0,1,36.0,35.0,1205.0,0,0.0,0.0,0.0,0.0,2
2012,Serbia,1,1,2,4,42.0,134.0,2746.0,0,0.0,3.0,0.0,3.0,2
2008,Serbia,0,1,2,3,64.0,97.0,3647.0,0,0.0,0.0,0.0,0.0,2
2024,Serbia,3,1,1,5,27.0,135.0,2746.0,0,2.0,7.0,6.0,21.0,2
2016,Serbia,2,4,2,8,32.0,127.0,2223.0,0,0.5,3.5,1.0,7.0,2
2020,Serbia,3,1,5,9,28.0,110.0,2593.0,0,1.0,5.0,3.0,15.0,2
2004,Serbia and Montenegro,0,2,0,2,61.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1
2024,Singapore,0,0,1,1,84.0,32.0,13085.0,0,0.3333333333333333,1.3333333333333333,1.0,4.0,1
2016,Singapore,1,0,0,1,54.0,32.0,16944.0,0,0.0,1.3333333333333333,0.0,4.0,1
2008,Singapore,0,1,0,1,72.0,36.0,13085.0,0,0.0,1.0,0.0,1.0,1
2012,Singapore,0,0,2,2,77.0,36.0,18126.0,0,0.0,1.0,0.0,2.0,1
1960,Singapore,0,1,0,1,32.0,5.0,12248.0,0,0.0,0.0,0.0,0.0,1
1996,Slovakia,1,1,1,3,43.0,98.0,0.0,0,0.0,0.0,0.0,0.0,2
2012,Slovakia,0,1,3,4,63.0,65.0,0.0,0,2.0,5.666666666666667,6.0,17.0,2
2020,Slovakia,1,2,1,4,50.0,56.0,0.0,0,1.6666666666666667,4.666666666666667,5.0,14.0,2
2004,Slovakia,2,2,2,6,29.0,84.0,0.0,0,1.0,4.0,2.0,8.0,2
2016,Slovakia,2,2,0,4,37.0,63.0,0.0,0,1.6666666666666667,5.333333333333333,5.0,16.0,2
2008,Slovakia,3,3,0,6,26.0,67.0,0.0,0,1.3333333333333333,4.666666666666667,4.0,14.0,2
2024,Slovakia,0,0,1,1,84.0,38.0,0.0,0,1.0,4.0,3.0,12.0,2
2000,Slovakia,1,3,1,5,39.0,132.0,0.0,0,1.0,3.0,1.0,3.0,2
2004,Slovenia,0,1,3,4,63.0,0.0,2776.0,0,0.6666666666666666,2.0,2.0,6.0,2
2016,Slovenia,1,2,1,4,45.0,0.0,2332.0,0,0.6666666666666666,4.333333333333333,2.0,13.0,2
2000,Slovenia,2,0,0,2,36.0,0.0,1946.0,0,0.0,2.0,0.0,4.0,2
1992,Slovenia,0,0,2,2,52.0,0.0,2169.0,0,0.0,0.0,0.0,0.0,2
2024,Slovenia,2,1,0,3,34.0,0.0,2811.0,0,1.6666666666666667,4.333333333333333,5.0,13.0,2
2012,Slovenia,1,1,2,4,42.0,0.0,2811.0,0,1.0,3.6666666666666665,3.0,11.0,2
2008,Slovenia,1,2,2,5,39.0,0.0,3735.0,0,0.6666666666666666,2.6666666666666665,2.0,8.0,2
2020,Slovenia,3,1,1,5,31.0,0.0,2476.0,0,1.0,4.333333333333333,3.0,13.0,2
1996,Slovenia,0,2,0,2,55.0,0.0,2632.0,0,0.0,2.0,0.0,2.0,2
2016,South Africa,2,6,2,10,29.0,0.0,17185.0,0,1.6666666666666667,4.333333333333333,5.0,13.0,2
2004,South Africa,1,3,2,6,43.0,0.0,20919.0,0,1.0,4.0,3.0,12.0,2
2008,South Africa,0,1,0,1,72.0,0.0,21380.0,0,1.3333333333333333,5.333333333333333,4.0,16.0,2
1992,South Africa,0,2,0,2,41.0,0.0,22518.0,0,0.6666666666666666,5.666666666666667,2.0,17.0,2
2012,South Africa,4,1,1,6,20.0,0.0,26697.0,0,0.3333333333333333,4.0,1.0,12.0,2
1948,South Africa,2,1,1,4,18.0,0.0,9042.95,0,1.0,3.0,3.0,9.0,2
1932,South Africa,2,0,3,5,15.0,0.0,9042.95,0,1.6666666666666667,5.333333333333333,5.0,16.0,2
2020,South Africa,1,2,0,3,52.0,0.0,15804.0,0,2.0,5.666666666666667,6.0,17.0,2
1960,South Africa,0,1,2,3,28.0,0.0,9042.95,0,1.3333333333333333,6.0,4.0,18.0,2
1912,South Africa,4,2,0,6,7.0,0.0,9042.95,0,1.0,2.0,1.0,2.0,2
1908,South Africa,1,1,0,2,14.0,0.0,9042.95,0,0.0,0.0,0.0,0.0,2
2000,South Africa,0,2,3,5,55.0,0.0,14784.0,0,1.0,3.3333333333333335,3.0,10.0,2
1936,South Africa,0,1,0,1,25.0,0.0,9042.95,0,1.3333333333333333,3.6666666666666665,4.0,11.0,2
1956,South Africa,0,0,4,4,33.0,0.0,9042.95,0,1.3333333333333333,5.0,4.0,15.0,2
1924,South Africa,1,1,1,3,18.0,0.0,9042.95,0,2.6666666666666665,6.0,8.0,18.0,2
1928,South Africa,1,0,2,3,23.0,0.0,9042.95,0,2.6666666666666665,6.333333333333333,8.0,19.0,2
2024,South Africa,1,3,2,6,44.0,0.0,21380.0,0,2.3333333333333335,6.333333333333333,7.0,19.0,2
1920,South Africa,3,4,3,10,11.0,0.0,9042.95,0,2.5,4.0,5.0,8.0,2
1952,South Africa,2,4,4,10,12.0,0.0,9042.95,0,1.3333333333333333,3.3333333333333335,4.0,10.0,2
1996,South Africa,3,1,1,5,27.0,0.0,20192.0,0,0.0,3.0,0.0,9.0,2
2012,South Korea,13,9,9,31,5.0,0.0,0.0,0,10.0,30.0,30.0,90.0,4
1996,South Korea,7,15,5,27,10.0,0.0,0.0,0,10.0,27.0,30.0,81.0,4
1976,South Korea,1,1,4,6,19.0,0.0,0.0,0,0.0,2.0,0.0,6.0,4
1956,South Korea,0,1,1,2,29.0,0.0,0.0,0,0.0,2.0,0.0,4.0,4
1972,South Korea,0,1,0,1,33.0,0.0,0.0,0,0.0,2.3333333333333335,0.0,7.0,4
2020,South Korea,6,4,10,20,16.0,0.0,0.0,0,11.666666666666666,28.0,35.0,84.0,4
2000,South Korea,8,10,10,28,12.0,0.0,0.0,0,10.333333333333334,29.666666666666668,31.0,89.0,4
1952,South Korea,0,0,2,2,37.0,0.0,0.0,0,0.0,2.0,0.0,2.0,4
1988,South Korea,12,10,11,33,4.0,0.0,0.0,1,2.3333333333333335,8.666666666666666,7.0,26.0,4
2024,South Korea,13,9,10,32,8.0,0.0,0.0,0,9.333333333333334,24.0,28.0,72.0,4
2008,South Korea,13,11,8,32,7.0,0.0,0.0,0,8.0,28.333333333333332,24.0,85.0,4
1964,South Korea,0,2,1,3,27.0,0.0,0.0,0,0.0,2.0,0.0,6.0,4
2004,South Korea,9,12,9,30,9.0,0.0,0.0,0,9.0,28.0,27.0,84.0,4
1984,South Korea,6,6,7,19,10.0,0.0,0.0,0,0.3333333333333333,3.0,1.0,9.0,4
1992,South Korea,12,5,12,29,7.0,0.0,0.0,0,6.333333333333333,19.333333333333332,19.0,58.0,4
1968,South Korea,0,1,1,2,36.0,0.0,0.0,0,0.0,2.3333333333333335,0.0,7.0,4
1948,South Korea,0,0,2,2,32.0,0.0,0.0,0,0.0,0.0,0.0,0.0,4
2016,South Korea,9,3,9,21,8.0,0.0,0.0,0,11.666666666666666,31.0,35.0,93.0,4
1952,Spain,0,1,0,1,34.0,42.0,50332.23809523809,0,0.3333333333333333,1.0,1.0,3.0,4
1928,Spain,1,0,0,1,24.0,106.0,50332.23809523809,0,0.5,1.5,1.0,3.0,4
1988,Spain,1,1,2,4,25.0,317.0,71764.0,0,0.6666666666666666,4.333333333333333,2.0,13.0,4
1920,Spain,0,2,0,2,17.0,111.0,50332.23809523809,0,1.0,1.0,1.0,1.0,4
1996,Spain,5,6,6,17,13.0,384.0,79528.0,0,5.0,10.333333333333334,15.0,31.0,4
1900,Spain,1,0,0,1,14.0,12.0,50332.23809523809,0,0.0,0.0,0.0,0.0,4
1992,Spain,13,7,2,22,6.0,537.0,96673.0,1,1.0,5.0,3.0,15.0,4
2020,Spain,3,8,6,17,22.0,429.0,60377.0,0,5.333333333333333,18.666666666666668,16.0,56.0,4
1972,Spain,0,0,1,1,43.0,162.0,46149.0,0,0.0,1.0,0.0,3.0,4
2016,Spain,7,4,6,17,14.0,363.0,66079.0,0,4.0,19.666666666666668,12.0,59.0,4
1976,Spain,0,2,0,2,30.0,160.0,63197.0,0,0.0,1.0,0.0,3.0,4
2000,Spain,3,3,5,11,25.0,431.0,58327.0,0,6.333333333333333,14.333333333333334,19.0,43.0,4
1948,Spain,0,1,0,1,28.0,84.0,50332.23809523809,0,0.3333333333333333,1.3333333333333333,1.0,4.0,4
1932,Spain,0,0,1,1,26.0,8.0,50332.23809523809,0,0.6666666666666666,1.3333333333333333,2.0,4.0,4
1980,Spain,1,3,2,6,20.0,211.0,81388.0,0,0.0,1.3333333333333333,0.0,4.0,4
2004,Spain,3,11,6,20,20.0,423.0,87550.0,0,7.0,16.666666666666668,21.0,50.0,4
1960,Spain,0,0,1,1,41.0,238.0,50332.23809523809,0,0.0,1.0,0.0,3.0,4
1984,Spain,1,2,2,5,20.0,257.0,42579.0,0,0.3333333333333333,3.0,1.0,9.0,4
2012,Spain,4,10,6,20,17.0,339.0,81860.0,0,3.6666666666666665,16.666666666666668,11.0,50.0,4
2008,Spain,5,11,3,19,14.0,355.0,110753.0,0,3.6666666666666665,16.0,11.0,48.0,4
2024,Spain,5,4,9,18,15.0,526.0,110753.0,0,4.666666666666667,18.0,14.0,54.0,4
2000,Sri Lanka,0,1,0,1,64.0,0.0,1573.0,0,0.0,0.0,0.0,0.0,1
2008,Sudan,0,1,0,1,72.0,9.0,4366.0,0,0.0,0.0,0.0,0.0,1
1992,Suriname,0,0,1,1,54.0,0.0,41.0,0,1.0,1.0,1.0,1.0,2
1988,Suriname,1,0,0,1,29.0,0.0,201.0,0,0.0,0.0,0.0,0.0,2
2004,Sweden,4,2,1,7,19.0,157.0,31457.0,0,2.3333333333333335,10.666666666666666,7.0,32.0,4
2012,Sweden,1,4,3,8,37.0,168.0,33794.0,0,2.6666666666666665,8.0,8.0,24.0,4
2008,Sweden,0,4,1,5,56.0,169.0,34819.0,0,3.3333333333333335,9.0,10.0,27.0,4
2016,Sweden,2,6,3,11,28.0,186.0,27323.0,0,1.6666666666666667,6.666666666666667,5.0,20.0,4
1948,Sweden,16,11,17,44,2.0,223.0,18859.60714285714,0,7.666666666666667,23.333333333333332,23.0,70.0,4
1988,Sweden,0,4,7,11,32.0,251.0,39451.0,0,3.0,12.0,9.0,36.0,4
2020,Sweden,3,6,0,9,23.0,173.0,25506.0,0,1.0,8.0,3.0,24.0,4
1924,Sweden,4,13,12,29,8.0,256.0,18859.60714285714,0,16.666666666666668,51.333333333333336,50.0,154.0,4
1928,Sweden,7,6,12,25,4.0,139.0,18859.60714285714,0,15.333333333333334,52.666666666666664,46.0,158.0,4
1980,Sweden,3,3,6,12,11.0,201.0,49640.0,0,3.3333333333333335,8.333333333333334,10.0,25.0,4
1964,Sweden,2,2,4,8,17.0,175.0,18859.60714285714,0,7.0,20.0,21.0,60.0,4
1996,Sweden,2,4,2,8,29.0,233.0,36136.0,0,1.0,14.0,3.0,42.0,4
1912,Sweden,23,25,17,65,2.0,714.0,18859.60714285714,1,4.0,13.0,8.0,26.0,4
1920,Sweden,19,20,25,64,2.0,404.0,18859.60714285714,0,10.333333333333334,30.333333333333332,31.0,91.0,4
1932,Sweden,10,5,9,24,4.0,128.0,18859.60714285714,0,10.0,39.333333333333336,30.0,118.0,4
1956,Sweden,8,5,6,19,6.0,186.0,18859.60714285714,0,11.333333333333334,33.333333333333336,34.0,100.0,4
1984,Sweden,2,11,6,19,16.0,254.0,26991.0,0,3.6666666666666665,11.0,11.0,33.0,4
1972,Sweden,4,6,6,16,11.0,186.0,38169.0,0,1.6666666666666667,6.0,5.0,18.0,4
1900,Sweden,0,0,1,1,21.0,27.0,18859.60714285714,0,0.0,0.0,0.0,0.0,4
1952,Sweden,12,13,10,35,4.0,355.0,18859.60714285714,0,10.666666666666666,29.666666666666668,32.0,89.0,4
2000,Sweden,4,5,3,12,18.0,198.0,25627.0,0,1.0,10.333333333333334,3.0,31.0,4
1976,Sweden,4,1,0,5,12.0,163.0,47616.0,0,2.6666666666666665,9.333333333333334,8.0,28.0,4
2024,Sweden,4,4,3,11,16.0,173.0,34819.0,0,2.0,9.333333333333334,6.0,28.0,4
1960,Sweden,1,2,3,6,16.0,258.0,18859.60714285714,0,12.0,32.666666666666664,36.0,98.0,4
1968,Sweden,2,1,1,4,20.0,186.0,33198.0,0,3.6666666666666665,11.0,11.0,33.0,4
1936,Sweden,6,5,10,21,7.0,231.0,18859.60714285714,0,7.0,26.0,21.0,78.0,4
1992,Sweden,1,7,4,12,27.0,252.0,43523.0,0,1.6666666666666667,14.0,5.0,42.0,4
1908,Sweden,8,6,11,25,3.0,276.0,18859.60714285714,0,0.0,1.0,0.0,1.0,4
2024,Switzerland,1,2,5,8,48.0,0.0,38384.0,0,2.6666666666666665,8.0,8.0,24.0,2
1924,Switzerland,7,8,10,25,6.0,0.0,19067.39285714286,0,3.0,7.666666666666667,9.0,23.0,2
2008,Switzerland,2,1,4,7,34.0,0.0,38384.0,0,2.0,7.0,6.0,21.0,2
1968,Switzerland,0,1,4,5,33.0,0.0,21959.0,0,0.3333333333333333,3.6666666666666665,1.0,11.0,2
1900,Switzerland,6,2,1,9,6.0,0.0,19067.39285714286,0,1.0,3.0,1.0,3.0,2
1984,Switzerland,0,4,4,8,26.0,0.0,27093.0,0,1.0,3.0,3.0,9.0,2
1988,Switzerland,0,2,2,4,33.0,0.0,41142.0,0,1.0,4.666666666666667,3.0,14.0,2
1920,Switzerland,2,2,7,11,13.0,0.0,19067.39285714286,0,2.6666666666666665,5.0,8.0,15.0,2
1960,Switzerland,0,3,3,6,24.0,0.0,19067.39285714286,0,2.3333333333333335,11.666666666666666,7.0,35.0,2
2012,Switzerland,2,2,0,4,33.0,0.0,42203.0,0,1.3333333333333333,7.0,4.0,21.0,2
1996,Switzerland,4,3,0,7,18.0,0.0,42101.0,0,0.3333333333333333,4.333333333333333,1.0,13.0,2
1952,Switzerland,2,6,6,14,11.0,0.0,19067.39285714286,0,3.0,13.0,9.0,39.0,2
1936,Switzerland,4,9,5,18,11.0,0.0,19067.39285714286,0,4.666666666666667,13.666666666666666,14.0,41.0,2
1948,Switzerland,5,10,5,20,9.0,0.0,19067.39285714286,0,3.6666666666666665,11.333333333333334,11.0,34.0,2
1964,Switzerland,1,2,1,4,22.0,0.0,19067.39285714286,0,0.6666666666666666,7.0,2.0,21.0,2
1956,Switzerland,0,0,1,1,35.0,0.0,19067.39285714286,0,3.6666666666666665,17.333333333333332,11.0,52.0,2
1992,Switzerland,1,0,0,1,37.0,0.0,42911.0,0,0.6666666666666666,4.666666666666667,2.0,14.0,2
1972,Switzerland,0,3,0,3,26.0,0.0,28757.0,0,0.3333333333333333,5.0,1.0,15.0,2
2000,Switzerland,1,6,2,9,37.0,0.0,27218.0,0,1.6666666666666667,4.0,5.0,12.0,2
1976,Switzerland,1,1,2,4,20.0,0.0,36536.0,0,0.3333333333333333,4.0,1.0,12.0,2
2004,Switzerland,1,1,3,5,46.0,0.0,33042.0,0,2.0,5.666666666666667,6.0,17.0,2
1928,Switzerland,7,4,4,15,6.0,0.0,19067.39285714286,0,3.3333333333333335,13.0,10.0,39.0,2
1932,Switzerland,0,1,0,1,22.0,0.0,19067.39285714286,0,5.333333333333333,17.0,16.0,51.0,2
1896,Switzerland,1,2,0,3,10.0,0.0,19067.39285714286,0,0.0,0.0,0.0,0.0,2
1980,Switzerland,2,0,0,2,19.0,0.0,42874.0,0,0.3333333333333333,4.0,1.0,12.0,2
1904,Switzerland,1,0,2,3,10.0,0.0,19067.39285714286,0,3.5,6.0,7.0,12.0,2
2020,Switzerland,3,4,6,13,24.0,0.0,34724.0,0,2.3333333333333335,6.0,7.0,18.0,2
2016,Switzerland,3,2,2,7,23.0,0.0,36559.0,0,1.6666666666666667,5.333333333333333,5.0,16.0,2
2020,Syria,0,0,1,1,86.0,0.0,0.0,0,0.3333333333333333,1.0,1.0,3.0,1
2004,Syria,0,0,1,1,71.0,0.0,0.0,0,0.5,1.0,1.0,2.0,1
1996,Syria,1,0,0,1,49.0,0.0,0.0,0,0.0,1.0,0.0,1.0,1
1984,Syria,0,1,0,1,33.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1
1968,Taiwan,0,0,1,1,42.0,0.0,0.0,0,0.0,0.0,0.0,0.0,2
2016,Tajikistan,1,0,0,1,54.0,7.0,349.0,0,0.0,1.5,0.0,3.0,1
2012,Tajikistan,0,0,1,1,79.0,16.0,440.0,0,0.0,2.0,0.0,2.0,1
2008,Tajikistan,0,1,1,2,68.0,16.0,326.0,0,0.0,0.0,0.0,0.0,1
2024,Tajikistan,0,0,3,3,79.0,14.0,440.0,0,0.3333333333333333,1.3333333333333333,1.0,4.0,1
1980,Tanzania,0,2,0,2,28.0,0.0,3974.0,0,0.0,0.0,0.0,0.0,2
1976,Thailand,0,0,1,1,37.0,62.0,9050.0,0,0.0,0.0,0.0,0.0,2
1988,Thailand,0,0,1,1,46.0,15.0,11756.0,0,0.0,1.0,0.0,2.0,2
2024,Thailand,1,3,2,6,44.0,58.0,19705.0,0,1.0,4.0,3.0,12.0,2
2000,Thailand,1,0,2,3,47.0,68.0,12310.0,0,0.3333333333333333,1.3333333333333333,1.0,4.0,2
1996,Thailand,1,0,1,2,47.0,58.0,22645.0,0,0.0,1.0,0.0,3.0,2
